"id","latinsknavnid","projectid","phylum","class","subclass","order","underorder","family","old_description","genus","species","species_latin","stadium","indetermined","alien","blacklist_cat","native","last_updated_by","last_updated","autorstring"
"d625a912-2390-11e8-b8e2-001cc4ddf696",15283,"d625a9b2-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Onychiuridae","orden Collembola (spretthaler)","Onychiurus","normalis","Onychiurus normalis","adult",f,t,"LO",f,"jens.astrom","2018-11-24 10:54:32.390848","Gisin, 1949"
"d625b7b8-2390-11e8-b8e2-001cc4ddf696",15272,"d625b862-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Onychiuridae","orden Collembola (spretthaler)","Protaphorura","fimata","Protaphorura fimata","adult",f,t,"LO",f,"jens.astrom","2018-11-24 10:54:32.390848","(Gisin, 1952)"
"d6257708-2390-11e8-b8e2-001cc4ddf696",15098,"d62577a8-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Hypogastruridae","orden Collembola (spretthaler)","Ceratophysella","succinea","Ceratophysella succinea","adult",f,f,"",t,"jens.astrom","2018-11-17 13:52:13.265619","Gisin, 1949"
"d6257f6e-2390-11e8-b8e2-001cc4ddf696",15119,"d625800e-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Hypogastruridae","orden Collembola (spretthaler)","Xenylla","grisea","Xenylla grisea","adult",f,f,"",t,"jens.astrom","2018-11-17 13:52:16.89349","Axelson, 1900"
"d6258234-2390-11e8-b8e2-001cc4ddf696",15115,"d62582de-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Hypogastruridae","orden Collembola (spretthaler)","Xenylla","maritima","Xenylla maritima","adult",f,f,"",t,"jens.astrom","2018-11-17 13:52:19.549875","Tullberg, 1869"
"d62584fa-2390-11e8-b8e2-001cc4ddf696",15117,"d6258590-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Hypogastruridae","orden Collembola (spretthaler)","Xenylla","mediterranea","Xenylla mediterranea","adult",f,f,"",t,"jens.astrom","2018-11-17 13:52:22.292363","Gama, 1964"
"d6258a7c-2390-11e8-b8e2-001cc4ddf696",15123,"d6258b1c-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Hypogastruridae","orden Collembola (spretthaler)","Willemia","intermedia","Willemia intermedia","adult",f,f,"",t,"jens.astrom","2018-11-17 13:52:24.595587","Mills, 1934"
"d6258d38-2390-11e8-b8e2-001cc4ddf696",15126,"d6258dd8-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Hypogastruridae","orden Collembola (spretthaler)","Willemia","denisi","Willemia denisi","adult",f,f,"",t,"jens.astrom","2018-11-17 13:52:27.135528","Mills, 1932"
"d6259026-2390-11e8-b8e2-001cc4ddf696",15122,"d62590c6-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Hypogastruridae","orden Collembola (spretthaler)","Willemia","anophthalma","Willemia anophthalma","adult",f,f,"",t,"jens.astrom","2018-11-17 13:52:30.061515","Börner, 1901"
"d62592ec-2390-11e8-b8e2-001cc4ddf696",15131,"d6259396-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Brachystomellidae","orden Collembola (spretthaler)","Brachystomella","parvula","Brachystomella parvula","adult",f,f,"",t,"jens.astrom","2018-11-17 13:52:32.52364","(Schäffer, 1896)"
"d62595b2-2390-11e8-b8e2-001cc4ddf696",15167,"d6259652-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Neanuridae","orden Collembola (spretthaler)","Micranurida","pygmaea","Micranurida pygmaea","adult",f,f,"",t,"jens.astrom","2018-11-17 13:52:34.85386","Börner, 1901"
"d6259882-2390-11e8-b8e2-001cc4ddf696",15139,"d625992c-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Neanuridae","orden Collembola (spretthaler)","Friesea","mirabilis","Friesea mirabilis","adult",f,f,"",t,"jens.astrom","2018-11-17 13:52:37.147683","(Tullberg, 1871)"
"d6259b52-2390-11e8-b8e2-001cc4ddf696",15142,"d6259bf2-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Neanuridae","orden Collembola (spretthaler)","Friesea","truncata","Friesea truncata","adult",f,f,"",t,"jens.astrom","2018-11-17 13:52:39.655505","Cassagnau, 1958"
"d6259e18-2390-11e8-b8e2-001cc4ddf696",15143,"d6259eae-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Neanuridae","orden Collembola (spretthaler)","Friesea","claviseta","Friesea claviseta","adult",f,f,"",t,"jens.astrom","2018-11-17 13:52:41.963629","Axelson, 1900"
"d625a390-2390-11e8-b8e2-001cc4ddf696",15158,"d625a430-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Neanuridae","orden Collembola (spretthaler)","Pseudachorutes","parvulus","Pseudachorutes parvulus","adult",f,f,"",t,"jens.astrom","2018-11-17 13:52:44.86561","Börner, 1901"
"d625a656-2390-11e8-b8e2-001cc4ddf696",15199,"d625a6ec-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Neanuridae","orden Collembola (spretthaler)","Neanura","muscorum","Neanura muscorum","adult",f,f,"",t,"jens.astrom","2018-11-17 13:52:47.257522","(Templeton, 1835)"
"d625ac0a-2390-11e8-b8e2-001cc4ddf696",15284,"d625acaa-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Onychiuridae","orden Collembola (spretthaler)","Onychiurus","folsomi","Onychiurus folsomi","adult",f,f,"",t,"jens.astrom","2018-11-17 13:52:53.383576","(Schäffer, 1900)"
"d625b1aa-2390-11e8-b8e2-001cc4ddf696",15250,"d625b24a-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Onychiuridae","orden Collembola (spretthaler)","Protaphorura","armata","Protaphorura armata","adult",f,f,"",t,"jens.astrom","2018-11-17 13:52:56.673622","(Tullberg, 1869)"
"d625b47a-2390-11e8-b8e2-001cc4ddf696",15256,"d625b51a-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Onychiuridae","orden Collembola (spretthaler)","Protaphorura","cancellata","Protaphorura cancellata","adult",f,f,"",t,"jens.astrom","2018-11-17 13:53:01.219741","(Gisin, 1956)"
"d625c6e0-2390-11e8-b8e2-001cc4ddf696",15213,"d625c780-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Onychiuridae","orden Collembola (spretthaler)","Micraphorura","absoloni","Micraphorura absoloni","adult",f,f,"",t,"jens.astrom","2018-11-17 13:53:08.753507","(Börner, 1901)"
"d625ccb2-2390-11e8-b8e2-001cc4ddf696",15306,"d625cd52-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Onychiuridae","orden Collembola (spretthaler)","Paratullbergia","callipygos","Paratullbergia callipygos","adult",f,f,"",t,"jens.astrom","2018-11-17 13:53:10.435872","(Börner, 1902)"
"d625cf78-2390-11e8-b8e2-001cc4ddf696",15294,"d625d022-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Onychiuridae","orden Collembola (spretthaler)","Stenaphorura","lubbocki","Stenaphorura lubbocki","adult",f,f,"",t,"jens.astrom","2018-11-17 13:53:12.951774","Bagnall, 1935"
"d625d248-2390-11e8-b8e2-001cc4ddf696",120073,"d625d2de-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Onychiuridae","orden Collembola (spretthaler)","Pongeiella","falca","Pongeiella falca","adult",f,f,"",t,"jens.astrom","2018-11-17 13:53:20.067847","(Christiansen & Bellinger, 1980)"
"d625d50e-2390-11e8-b8e2-001cc4ddf696",15310,"d625d5ae-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Onychiuridae","orden Collembola (spretthaler)","Mesaphorura","macrochaeta","Mesaphorura macrochaeta","adult",f,f,"",t,"jens.astrom","2018-11-17 13:53:22.275834","Rusek, 1976"
"d6261bc2-2390-11e8-b8e2-001cc4ddf696",15400,"d6261c62-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Isotomidae","orden Collembola (spretthaler)","Folsomia","similis","Folsomia similis","adult",f,t,"LO",f,"jens.astrom","2018-11-24 10:54:32.390848","Bagnall, 1939"
"d6262c84-2390-11e8-b8e2-001cc4ddf696",15455,"d6262d2e-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Isotomidae","orden Collembola (spretthaler)","Proisotoma","subminuta","Proisotoma subminuta","adult",f,t,"LO",f,"jens.astrom","2018-11-24 10:54:32.390848","Denis, 1931"
"d6264cd2-2390-11e8-b8e2-001cc4ddf696",15568,"d6264d72-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Isotomidae","orden Collembola (spretthaler)","Desoria","trispinata","Desoria trispinata","adult",f,t,"LO",f,"jens.astrom","2018-11-24 10:54:32.390848"," (MacGillivray, 1896)"
"d625dc2a-2390-11e8-b8e2-001cc4ddf696",15324,"d625dcca-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Onychiuridae","orden Collembola (spretthaler)","Mesaphorura","jarmilae","Mesaphorura jarmilae","adult",f,f,"",t,"jens.astrom","2018-11-17 13:53:28.220046","Rusek, 1982"
"d625e1de-2390-11e8-b8e2-001cc4ddf696",15322,"d625e27e-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Onychiuridae","orden Collembola (spretthaler)","Mesaphorura","hylophila","Mesaphorura hylophila","adult",f,f,"",t,"jens.astrom","2018-11-17 13:53:30.073213","Rusek, 1982"
"d625e4b8-2390-11e8-b8e2-001cc4ddf696",15317,"d625e558-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Onychiuridae","orden Collembola (spretthaler)","Mesaphorura","italica","Mesaphorura italica","adult",f,f,"",t,"jens.astrom","2018-11-17 13:53:32.417875","(Rusek, 1971)"
"d625e7ba-2390-11e8-b8e2-001cc4ddf696",15323,"d625e85a-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Onychiuridae","orden Collembola (spretthaler)","Mesaphorura","jirii","Mesaphorura jirii","adult",f,f,"",t,"jens.astrom","2018-11-17 13:53:34.456053","Rusek, 1982"
"d625ed78-2390-11e8-b8e2-001cc4ddf696",15321,"d625ee18-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Onychiuridae","orden Collembola (spretthaler)","Mesaphorura","critica","Mesaphorura critica","adult",f,f,"",t,"jens.astrom","2018-11-17 13:53:36.291967","Ellis, 1976"
"d625f03e-2390-11e8-b8e2-001cc4ddf696",15314,"d625f0d4-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Onychiuridae","orden Collembola (spretthaler)","Mesaphorura","pongei","Mesaphorura pongei","adult",f,f,"",t,"jens.astrom","2018-11-17 13:53:38.599928","Rusek, 1982"
"d625f30e-2390-11e8-b8e2-001cc4ddf696",15325,"d625f3ae-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Onychiuridae","orden Collembola (spretthaler)","Mesaphorura","tenuisensillata","Mesaphorura tenuisensillata","adult",f,f,"",t,"jens.astrom","2018-11-17 13:53:40.917221","Rusek, 1974"
"d625fa02-2390-11e8-b8e2-001cc4ddf696",15315,"d625faa2-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Onychiuridae","orden Collembola (spretthaler)","Mesaphorura","yosii","Mesaphorura yosii","adult",f,f,"",t,"jens.astrom","2018-11-17 13:53:42.767939","(Rusek, 1971)"
"d62602a4-2390-11e8-b8e2-001cc4ddf696",15358,"d626034e-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Isotomidae","orden Collembola (spretthaler)","Anurophorus","laricis","Anurophorus laricis","adult",f,f,"",t,"jens.astrom","2018-11-17 13:53:45.137882","Nicolet, 1842"
"d6260574-2390-11e8-b8e2-001cc4ddf696",15364,"d626060a-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Isotomidae","orden Collembola (spretthaler)","Micranurophorus","musci","Micranurophorus musci","adult",f,f,"",t,"jens.astrom","2018-11-17 13:53:46.968048","Bernard, 1977"
"d6260b00-2390-11e8-b8e2-001cc4ddf696",15372,"d6260ba0-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Isotomidae","orden Collembola (spretthaler)","Folsomia","candida","Folsomia candida","adult",f,f,"",t,"jens.astrom","2018-11-17 13:53:52.070252","(Willem, 1902)"
"d6260dd0-2390-11e8-b8e2-001cc4ddf696",15367,"d6260e70-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Isotomidae","orden Collembola (spretthaler)","Folsomia","fimetaria","Folsomia fimetaria","adult",f,f,"",t,"jens.astrom","2018-11-17 13:53:55.372326","(Linnaeus, 1758)"
"d62610a0-2390-11e8-b8e2-001cc4ddf696",119988,"d6261140-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Isotomidae","orden Collembola (spretthaler)","Folsomia","kuznetsovae","Folsomia kuznetsovae","adult",f,f,"",t,"jens.astrom","2018-11-17 13:53:57.966871","Potapov & Taskaeva, 2009"
"d6261370-2390-11e8-b8e2-001cc4ddf696",15379,"d6261410-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Isotomidae","orden Collembola (spretthaler)","Folsomia","litsteri","Folsomia litsteri","adult",f,f,"",t,"jens.astrom","2018-11-17 13:53:59.93392","Bagnall, 1939"
"d6261636-2390-11e8-b8e2-001cc4ddf696",15390,"d62616d6-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Isotomidae","orden Collembola (spretthaler)","Folsomia","manolachei","Folsomia manolachei","adult",f,f,"",t,"jens.astrom","2018-11-17 13:54:01.616049","Bagnall, 1939"
"d62618fc-2390-11e8-b8e2-001cc4ddf696",15388,"d626199c-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Isotomidae","orden Collembola (spretthaler)","Folsomia","quadrioculata","Folsomia quadrioculata","adult",f,f,"",t,"jens.astrom","2018-11-17 13:54:03.815919","(Tullberg, 1871)"
"d6261eba-2390-11e8-b8e2-001cc4ddf696",15428,"d6261f5a-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Isotomidae","orden Collembola (spretthaler)","Folsomides","parvulus","Folsomides parvulus","adult",f,f,"",t,"jens.astrom","2018-11-17 13:54:08.531762","Stach, 1922"
"d62629c8-2390-11e8-b8e2-001cc4ddf696",15453,"d6262a5e-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Isotomidae","orden Collembola (spretthaler)","Proisotoma","minuta","Proisotoma minuta","adult",f,f,"",t,"jens.astrom","2018-11-17 13:54:10.677953","(Tullberg, 1871)"
"d62637ec-2390-11e8-b8e2-001cc4ddf696",15411,"d6263882-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Isotomidae","orden Collembola (spretthaler)","Isotomiella","minor","Isotomiella minor","adult",f,f,"",t,"jens.astrom","2018-11-17 13:54:14.868242","(Schäffer, 1896)"
"d6263ab2-2390-11e8-b8e2-001cc4ddf696",15532,"d6263b48-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Isotomidae","orden Collembola (spretthaler)","Isotoma","anglicana","Isotoma anglicana","adult",f,f,"",t,"jens.astrom","2018-11-17 13:54:19.247463","Lubbock, 1862"
"d6263d6e-2390-11e8-b8e2-001cc4ddf696",15528,"d6263e0e-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Isotomidae","orden Collembola (spretthaler)","Isotoma","viridis","Isotoma viridis","adult",f,f,"",t,"jens.astrom","2018-11-17 13:54:23.499016","Bourlet, 1839"
"d626419c-2390-11e8-b8e2-001cc4ddf696",15531,"d6264232-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Isotomidae","orden Collembola (spretthaler)","Isotoma","caerulea","Isotoma caerulea","adult",f,f,"",t,"jens.astrom","2018-11-17 13:54:25.682368","Bourlet, 1839"
"d6264732-2390-11e8-b8e2-001cc4ddf696",15566,"d62647e6-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Isotomidae","orden Collembola (spretthaler)","Desoria","grisea","Desoria grisea","adult",f,f,"",t,"jens.astrom","2018-11-17 13:54:27.998086","(Lubbock, 1869)"
"d6264a16-2390-11e8-b8e2-001cc4ddf696",15547,"d6264aac-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Isotomidae","orden Collembola (spretthaler)","Desoria","hiemalis","Desoria hiemalis","adult",f,f,"",t,"jens.astrom","2018-11-17 13:54:30.289972","(Schött, 1893)"
"d6264f8e-2390-11e8-b8e2-001cc4ddf696",15517,"d626502e-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Isotomidae","orden Collembola (spretthaler)","Parisotoma","notabilis","Parisotoma notabilis","adult",f,f,"",t,"jens.astrom","2018-11-17 13:54:34.644216","(Schäffer, 1896)"
"d626565a-2390-11e8-b8e2-001cc4ddf696",15508,"d6265704-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Isotomidae","orden Collembola (spretthaler)","Pseudisotoma","sensibilis","Pseudisotoma sensibilis","adult",f,f,"",t,"jens.astrom","2018-11-17 13:54:36.720175"," (Tullberg, 1876)"
"d6265970-2390-11e8-b8e2-001cc4ddf696",15510,"d6265a10-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Isotomidae","orden Collembola (spretthaler)","Pseudisotoma","monochaeta","Pseudisotoma monochaeta","adult",f,f,"",t,"jens.astrom","2018-11-17 13:54:38.928083","(Kos, 1942)"
"d6265c4a-2390-11e8-b8e2-001cc4ddf696",15495,"d6265ce0-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Isotomidae","orden Collembola (spretthaler)","Vertagopus","arboreus","Vertagopus arboreus","adult",f,f,"",t,"jens.astrom","2018-11-17 13:54:42.518063","(Linnaeus, 1758)"
"d62661c2-2390-11e8-b8e2-001cc4ddf696",15484,"d6266276-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Isotomidae","orden Collembola (spretthaler)","Isotomurus","graminis","Isotomurus graminis","adult",f,f,"",t,"jens.astrom","2018-11-17 13:54:45.034164","Fjellberg, 2007"
"d62664a6-2390-11e8-b8e2-001cc4ddf696",15474,"d6266546-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Isotomidae","orden Collembola (spretthaler)","Isotomurus","palustris","Isotomurus palustris","adult",f,f,"",t,"jens.astrom","2018-11-17 13:54:49.14037","(Müller, 1776)"
"d626deb8-2390-11e8-b8e2-001cc4ddf696",169733,"d626df58-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Insecta","","Coleoptera","","Carabidae (løpebiller)","orden Coleoptera (biller)","Elaphropus","quadrisignatus","Elaphropus quadrisignatus","adult",f,t,"NR",f,"jens.astrom","2018-11-24 10:54:32.390848",""
"d62672ac-2390-11e8-b8e2-001cc4ddf696",15577,"d626734c-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Entomobryidae","orden Collembola (spretthaler)","Sinella","tenebricosa","Sinella tenebricosa","adult",f,t,"LO",f,"jens.astrom","2018-11-24 10:54:32.390848","Folsom, 1902"
"d626cb80-2390-11e8-b8e2-001cc4ddf696",12491,"d626cc20-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Insecta","","Coleoptera","","Staphylinidae (kortvinger)","orden Coleoptera (biller)","Carpelimus","zealandicus","Carpelimus zealandicus juv.","larvae",f,t,"PH",f,"jens.astrom","2018-11-23 15:23:10.518882","juv."
"d6268c06-2390-11e8-b8e2-001cc4ddf696",15605,"d6268ca6-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Entomobryidae","orden Collembola (spretthaler)","Lepidocyrtus","pallidus","Lepidocyrtus pallidus","adult",f,t,"LO",f,"jens.astrom","2018-11-24 10:54:32.390848","Reuter, 1890"
"d626dc06-2390-11e8-b8e2-001cc4ddf696",5828,"d626dca6-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Insecta","","Coleoptera","","Carabidae (løpebiller)","orden Coleoptera (biller)","Tachyura","parvula","Tachyura parvula","adult",f,t,"",f,"jens.astrom","2018-11-24 10:54:32.390848",""
"d626d3be-2390-11e8-b8e2-001cc4ddf696",5725,"d626d45e-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Insecta","","Coleoptera","","Carabidae (løpebiller)","orden Coleoptera (biller)","Dyschirius","thoracicus","Dyschirius thoracicus","adult",f,f,"",t,"jens.astrom","2018-06-26 10:18:18.509006",""
"d626d684-2390-11e8-b8e2-001cc4ddf696",5726,"d626d724-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Insecta","","Coleoptera","","Carabidae (løpebiller)","orden Coleoptera (biller)","Dyschirius","tristis","Dyschirius tristis","adult",f,f,"",t,"jens.astrom","2018-06-26 10:18:18.509006",""
"d626d94a-2390-11e8-b8e2-001cc4ddf696",5708,"d626d9ea-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Insecta","","Coleoptera","","Carabidae (løpebiller)","orden Coleoptera (biller)","Clivina","fossor","Clivina fossor","adult",f,f,"",t,"jens.astrom","2018-06-26 10:18:18.509006",""
"d6266a46-2390-11e8-b8e2-001cc4ddf696",15476,"d6266ae6-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Isotomidae","orden Collembola (spretthaler)","Isotomurus","maculatus","Isotomurus maculatus","adult",f,f,"",t,"jens.astrom","2018-11-17 13:54:51.410175","(Schäffer, 1896)"
"d6266fe6-2390-11e8-b8e2-001cc4ddf696",15619,"d6267086-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Entomobryidae","orden Collembola (spretthaler)","Willowsia","nigromaculata","Willowsia nigromaculata","adult",f,f,"",t,"jens.astrom","2018-11-17 13:54:53.393022","(Lubbock, 1873)"
"d62675a4-2390-11e8-b8e2-001cc4ddf696",15611,"d6267644-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Entomobryidae","orden Collembola (spretthaler)","Pseudosinella","sexoculata","Pseudosinella sexoculata","adult",f,f,"",t,"jens.astrom","2018-11-17 13:54:59.220092","Schött, 1902"
"d6267b30-2390-11e8-b8e2-001cc4ddf696",15592,"d6267bd0-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Entomobryidae","orden Collembola (spretthaler)","Entomobrya","nicoleti","Entomobrya nicoleti","adult",f,f,"",t,"jens.astrom","2018-11-17 13:55:01.118449","(Lubbock, 1867)"
"d626976e-2390-11e8-b8e2-001cc4ddf696",15623,"d6269818-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Entomobryidae","orden Collembola (spretthaler)","Orchesella","cincta","Orchesella cincta","adult",f,f,"",t,"jens.astrom","2018-11-17 13:55:06.081996","(Linnaeus, 1758)"
"d6269d04-2390-11e8-b8e2-001cc4ddf696",15647,"d6269da4-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Tomoceridae","orden Collembola (spretthaler)","Tomocerus","vulgaris","Tomocerus vulgaris","adult",f,f,"",t,"jens.astrom","2018-11-17 13:55:08.864124","(Tullberg, 1871)"
"d6269fca-2390-11e8-b8e2-001cc4ddf696",15645,"d626a060-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Tomoceridae","orden Collembola (spretthaler)","Tomocerus","minor","Tomocerus minor","adult",f,f,"",t,"jens.astrom","2018-11-17 13:55:11.778104","(Lubbock, 1862)"
"d626a542-2390-11e8-b8e2-001cc4ddf696",15659,"d626a5f6-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Neelidae","orden Collembola (spretthaler)","Megalothorax","minimus","Megalothorax minimus","adult",f,f,"",t,"jens.astrom","2018-11-17 13:55:13.892163","Willem, 1900"
"d626a97a-2390-11e8-b8e2-001cc4ddf696",15670,"d626aa24-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Sminthurididae","orden Collembola (spretthaler)","Sphaeridia","pumilis","Sphaeridia pumilis","adult",f,f,"",t,"jens.astrom","2018-11-17 13:55:21.170344","(Krausbauert, 1898)"
"d626b7d0-2390-11e8-b8e2-001cc4ddf696",15710,"d626b870-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Katiannidae","orden Collembola (spretthaler)","Sminthurinus","elegans","Sminthurinus elegans","adult",f,f,"",t,"jens.astrom","2018-11-17 13:55:27.377492","(Fitch, 1863)"
"d626c2fc-2390-11e8-b8e2-001cc4ddf696",15733,"d626c3a6-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Entognata","","Collembola","","Dicyrtomidae","orden Collembola (spretthaler)","Dicyrtoma","minuta","Dicyrtoma minuta","adult",f,f,"",t,"jens.astrom","2018-11-17 13:55:35.820166"," (Fabricius, 1783)"
"d626e52a-2390-11e8-b8e2-001cc4ddf696",5744,"d626e5c0-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Insecta","","Coleoptera","","Carabidae (løpebiller)","orden Coleoptera (biller)","Bembidion","bruxellense","Bembidion bruxellense","adult",f,f,"",t,"jens.astrom","2018-06-26 10:18:18.509006",""
"d626e80e-2390-11e8-b8e2-001cc4ddf696",5664,"d626e8ae-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Insecta","","Coleoptera","","Carabidae (løpebiller)","orden Coleoptera (biller)","Amara","spreta","Amara spreta","adult",f,f,"",t,"jens.astrom","2018-06-26 10:18:18.509006",""
"d626ead4-2390-11e8-b8e2-001cc4ddf696",5623,"d626eb74-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Insecta","","Coleoptera","","Carabidae (løpebiller)","orden Coleoptera (biller)","Amara","aenea","Amara aenea","adult",f,f,"",t,"jens.astrom","2018-06-26 10:18:18.509006",""
"d626ed90-2390-11e8-b8e2-001cc4ddf696",5397,"d626ee30-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Insecta","","Coleoptera","","Carabidae (løpebiller)","orden Coleoptera (biller)","Harpalus","affinis","Harpalus affinis","adult",f,f,"",t,"jens.astrom","2018-06-26 10:18:18.509006",""
"d626f0a6-2390-11e8-b8e2-001cc4ddf696",5423,"d626f146-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Insecta","","Coleoptera","","Carabidae (løpebiller)","orden Coleoptera (biller)","Harpalus","tardus","Harpalus tardus","adult",f,f,"",t,"jens.astrom","2018-06-26 10:18:18.509006",""
"d626f362-2390-11e8-b8e2-001cc4ddf696",5371,"d626f402-2390-11e8-b8e2-001cc4ddf696","Arthropoda","Insecta","","Coleoptera","","Carabidae (løpebiller)","orden Coleoptera (biller)","Acupalpus","meridianus","Acupalpus meridianus","adult",f,f,"",t,"jens.astrom","2018-06-26 10:18:18.509006",""
