id,species_latin,species_norsk,autorstreng,native,alien
866605e2-bc07-11e8-8f34-001cc4ddf696,Picea abies,NA,NA,TRUE,FALSE
95498f94-2200-11e8-8b3b-001cc4ddf696,Picea glauca,Hvitgran,NA,TRUE,FALSE
d1e6ce60-bc08-11e8-8f34-001cc4ddf696,Pinus sylvestris,NA,NA,TRUE,FALSE
95499160-2200-11e8-8b3b-001cc4ddf696,Plantago major ssp. major,ugrasgroblad,NA,TRUE,FALSE
95499322-2200-11e8-8b3b-001cc4ddf696,Plante latin,Plante Norsk,NA,TRUE,FALSE
954994e4-2200-11e8-8b3b-001cc4ddf696,Platanus x acerifolia,NA,NA,FALSE,TRUE
954996b0-2200-11e8-8b3b-001cc4ddf696,Poa annua,tunrapp,NA,TRUE,FALSE
9549987c-2200-11e8-8b3b-001cc4ddf696,Poa nemoralis,lundrapp,NA,TRUE,FALSE
95499a3e-2200-11e8-8b3b-001cc4ddf696,Polycarpon tetraphyllum,tusenfrø,NA,FALSE,TRUE
95499c0a-2200-11e8-8b3b-001cc4ddf696,Polygala myrtifolia,NA,NA,TRUE,FALSE
95499dd6-2200-11e8-8b3b-001cc4ddf696,Polygonum arenastrum,tungras,NA,TRUE,FALSE
95499fa2-2200-11e8-8b3b-001cc4ddf696,Polygonum aviculare ssp. Microspermum,tomtegras,NA,TRUE,FALSE
118c8844-b89f-11eb-8917-48df374274e0,Populus trichocarpa,NA,NA,FALSE,TRUE
9549a164-2200-11e8-8b3b-001cc4ddf696,Portulaca oleracea,portulakk,NA,TRUE,FALSE
0de082b6-024c-11eb-aa56-48df374274e0,Portulaca oleraceae ssp. sativa,NA,NA,NA,NA
9549a36c-2200-11e8-8b3b-001cc4ddf696,Portulaca oleracea ssp. oleracea,ugrasportulakk,NA,FALSE,TRUE
9548d43c-2200-11e8-8b3b-001cc4ddf696,Portulaca oleracea ssp. xx,NA,NA,TRUE,FALSE
12b4e852-a98a-11eb-9ab7-48df374274e0,Prostanthera cuneata,NA,NA,FALSE,TRUE
9549a70e-2200-11e8-8b3b-001cc4ddf696,Prunus,Kirsebærslekten,NA,TRUE,FALSE
9549a8da-2200-11e8-8b3b-001cc4ddf696,Prunus avium,Morell,NA,TRUE,FALSE
9549aa9c-2200-11e8-8b3b-001cc4ddf696,Prunus domestica,Plomme,NA,TRUE,FALSE
9549ac68-2200-11e8-8b3b-001cc4ddf696,Prunus laurocerasus,Laurbærhegg,NA,TRUE,FALSE
23326926-a989-11eb-9ab7-48df374274e0,Prunus nipponica,NA,NA,FALSE,TRUE
9549b03c-2200-11e8-8b3b-001cc4ddf696,"Prunus, Ribes, Rubus",Div,NA,TRUE,FALSE
9549ae2a-2200-11e8-8b3b-001cc4ddf696,Prunus triloba 'Rosimendel',Rosemandel,NA,TRUE,FALSE
9549b21c-2200-11e8-8b3b-001cc4ddf696,Quercus,Eik,NA,TRUE,FALSE
9549b3de-2200-11e8-8b3b-001cc4ddf696,Radiola linoides,dverglin,NA,TRUE,FALSE
9549b5a0-2200-11e8-8b3b-001cc4ddf696,Ranunculus acris,bakkesoleie,NA,TRUE,FALSE
9549b762-2200-11e8-8b3b-001cc4ddf696,Ranunculus sceleratus,tiggersoleie,NA,TRUE,FALSE
9549b92e-2200-11e8-8b3b-001cc4ddf696,Raphanus raphanistrum,villreddik,NA,TRUE,FALSE
a8809fd2-e5b2-11e8-9f85-001cc4ddf696,Rar frøplante,NA,NA,TRUE,FALSE
ef5c8fe8-ff11-11ea-aa56-48df374274e0,Rhodanthemum,NA,NA,NA,NA
9549baf0-2200-11e8-8b3b-001cc4ddf696,Rhododendron,Rhododendronslekta,NA,TRUE,FALSE
e1663ff4-bcb4-11e8-b92b-001cc4ddf696,Ribes,NA,NA,TRUE,FALSE
9549bce4-2200-11e8-8b3b-001cc4ddf696,Ribes alpinum,Alperips,NA,TRUE,FALSE
9549bea6-2200-11e8-8b3b-001cc4ddf696,Ribes rubrum,hagerips,NA,FALSE,TRUE
a5f03ac6-c16c-11e8-b20c-001cc4ddf696,Ricinus communis,NA,NA,TRUE,FALSE
50288d96-c16c-11e8-b20c-001cc4ddf696,Rorippa austriaca,kulekarse,NA,FALSE,TRUE
9549c068-2200-11e8-8b3b-001cc4ddf696,Rorippa palustris,brønnkarse,NA,TRUE,FALSE
9549c234-2200-11e8-8b3b-001cc4ddf696,Rorippa sylvestris,veikarse,NA,TRUE,FALSE
ef5c8fea-ff11-11ea-aa56-48df374274e0,Rosmarinus,NA,NA,NA,NA
9549c3f6-2200-11e8-8b3b-001cc4ddf696,Rosmarinus officinalis,Rosmarin,NA,FALSE,TRUE
ef5c8fec-ff11-11ea-aa56-48df374274e0,Rubus,NA,NA,NA,NA
9549c5c2-2200-11e8-8b3b-001cc4ddf696,Rubus idaeus,Bringebær,NA,TRUE,FALSE
9549c798-2200-11e8-8b3b-001cc4ddf696,Rumex acetosella ssp. acetosella,bakkesyre,NA,TRUE,FALSE
9549c95a-2200-11e8-8b3b-001cc4ddf696,Rumex obtusifolius,byhøymol,NA,TRUE,FALSE
9e56ca5e-b7d8-11eb-8917-48df374274e0,Sagina micropetala,NA,NA,FALSE,TRUE
9549cb26-2200-11e8-8b3b-001cc4ddf696,Sagina procumbens,tunsmåarve,NA,TRUE,FALSE
9549d42c-2200-11e8-8b3b-001cc4ddf696,Salix,Vierslekta,NA,TRUE,FALSE
9549cce8-2200-11e8-8b3b-001cc4ddf696,Salix alba,Hvitpil,NA,TRUE,FALSE
bbb5b216-c174-11e8-b20c-001cc4ddf696,Salix alba x fragilis,NA,NA,TRUE,FALSE
e505bca2-bcb4-11e8-b92b-001cc4ddf696,Salix caprea,NA,NA,TRUE,FALSE
9549ceaa-2200-11e8-8b3b-001cc4ddf696,Salix caprea 'kilmarnock',Selje,NA,TRUE,FALSE
9549d06c-2200-11e8-8b3b-001cc4ddf696,Salix caprea ssp. caprea,skogselje,NA,TRUE,FALSE
9549d22e-2200-11e8-8b3b-001cc4ddf696,Salix helvetica,Sveitservier,NA,TRUE,FALSE
0599ed26-c16a-11e8-b20c-001cc4ddf696,Salix myrsinifolia,NA,NA,TRUE,FALSE
9548d9aa-2200-11e8-8b3b-001cc4ddf696,Salix myrsinifolia ssp. myrsinifolia,Spøkelsestre,NA,TRUE,FALSE
f14a135a-bc05-11e8-9767-001cc4ddf696,Salix nigricans,NA,NA,TRUE,FALSE
ef5c8fee-ff11-11ea-aa56-48df374274e0,Salvia,NA,NA,NA,NA
6e05b1f8-bc09-11e8-8f34-001cc4ddf696,Salvia nemorosa,NA,NA,TRUE,FALSE
9549d5ee-2200-11e8-8b3b-001cc4ddf696,Salvia officinalis,Salvie,NA,TRUE,FALSE
9e56ca60-b7d8-11eb-8917-48df374274e0,Salvia rosmarinus,Rosmarin,NA,FALSE,TRUE
9549d7c4-2200-11e8-8b3b-001cc4ddf696,Sanvitalia procumbens,krypsolknapp,NA,FALSE,TRUE
908a9898-a990-11eb-9ab7-48df374274e0,Scabiosa,NA,NA,FALSE,TRUE
0de082b8-024c-11eb-aa56-48df374274e0,Schedonorus pratensis,NA,NA,NA,NA
418a97a6-a98c-11eb-9ab7-48df374274e0,Schefflera compacta,NA,NA,FALSE,TRUE
0b75cc7c-c176-11e8-b20c-001cc4ddf696,Sedum annuum,NA,NA,TRUE,FALSE
9e56ca62-b7d8-11eb-8917-48df374274e0,Senecio sylvaticus,NA,NA,TRUE,FALSE
9549d990-2200-11e8-8b3b-001cc4ddf696,Senecio viscosus,klistersvineblom,NA,FALSE,TRUE
9549db52-2200-11e8-8b3b-001cc4ddf696,Senecio vulgaris,åkersvineblom,NA,TRUE,FALSE
14a42f02-c16a-11e8-b20c-001cc4ddf696,Setaria,NA,NA,TRUE,FALSE
526f3e7c-e5b3-11e8-9f85-001cc4ddf696,Setaria sp. (hårete),NA,NA,TRUE,FALSE
9549dd1e-2200-11e8-8b3b-001cc4ddf696,Setaria verticillata,vrang busthirse,NA,FALSE,TRUE
9548e09e-2200-11e8-8b3b-001cc4ddf696,Setaria viridis,korsmaure,NA,TRUE,FALSE
9549dee0-2200-11e8-8b3b-001cc4ddf696,Solanum nigrum ssp. nigrum,svartsøtvier,NA,TRUE,FALSE
95491d52-2200-11e8-8b3b-001cc4ddf696,Solanum nigrum ssp. schultzii,vortemelkslekta,NA,TRUE,FALSE
ae2a78ca-c16a-11e8-b20c-001cc4ddf696,Solanum sarrachoides,NA,NA,TRUE,FALSE
9549e0ac-2200-11e8-8b3b-001cc4ddf696,Solanum tuberosum 'Amandine',FinnesINorge,NA,FALSE,TRUE
9e56ca64-b7d8-11eb-8917-48df374274e0,Sonchus arvensis,NA,NA,TRUE,FALSE
9549e26e-2200-11e8-8b3b-001cc4ddf696,Sonchus asper,stivdylle,NA,TRUE,FALSE
9549e43a-2200-11e8-8b3b-001cc4ddf696,Sonchus oleraceus,haredylle,NA,TRUE,FALSE
9548e422-2200-11e8-8b3b-001cc4ddf696,Spartina xtownsendii,Gyvel,NA,TRUE,FALSE
9549e606-2200-11e8-8b3b-001cc4ddf696,Spergula arvensis,linbendel,NA,TRUE,FALSE
9549e7d2-2200-11e8-8b3b-001cc4ddf696,Spergularia rubra,tunbendel,NA,FALSE,TRUE
9549eac0-2200-11e8-8b3b-001cc4ddf696,Spiraea bumalda,Rosespirea,NA,TRUE,FALSE
9549ec8c-2200-11e8-8b3b-001cc4ddf696,Stellaria media,vassarve,NA,TRUE,FALSE
ef5c8ff0-ff11-11ea-aa56-48df374274e0,Stipa tamifolia,NA,NA,NA,NA
ef5c8ff2-ff11-11ea-aa56-48df374274e0,Syringa meyeri,NA,NA,NA,NA
9549ee80-2200-11e8-8b3b-001cc4ddf696,Syringa vulgaris,Syrin,NA,TRUE,FALSE
9548f520-2200-11e8-8b3b-001cc4ddf696,Taraxacum gr. Ruderalia,NA,NA,TRUE,FALSE
0de082ba-024c-11eb-aa56-48df374274e0,Taraxacum officinale,NA,NA,NA,NA
9549f04c-2200-11e8-8b3b-001cc4ddf696,Taraxacum officinale agg.,NA,NA,TRUE,FALSE
9549f20e-2200-11e8-8b3b-001cc4ddf696,Taxus baccata,Barlind,NA,TRUE,FALSE
412b6894-bc09-11e8-8f34-001cc4ddf696,Taxus media,NA,NA,TRUE,FALSE
9549f3d0-2200-11e8-8b3b-001cc4ddf696,Thuja,Tujaslekten,NA,TRUE,FALSE
ebe59ae2-bcb4-11e8-b92b-001cc4ddf696,Thuja occidentalis,NA,NA,FALSE,TRUE
9549f588-2200-11e8-8b3b-001cc4ddf696,Thuja plicata,Kjempetuja,NA,TRUE,FALSE
efa8e418-bcb4-11e8-b92b-001cc4ddf696,Thunbergia alata,NA,NA,TRUE,FALSE
9549f74a-2200-11e8-8b3b-001cc4ddf696,Thymus,Timianslekten,NA,TRUE,FALSE
9e56ca66-b7d8-11eb-8917-48df374274e0,Tilia cordata,NA,NA,TRUE,FALSE
9549f90c-2200-11e8-8b3b-001cc4ddf696,Trachycarpus fortunei,Vindmøllepalme,NA,TRUE,FALSE
8bf21d50-e5b2-11e8-9f85-001cc4ddf696,Trifolium dubium,NA,NA,TRUE,FALSE
9549fad8-2200-11e8-8b3b-001cc4ddf696,Trifolium pratensis,rødkløver,NA,TRUE,FALSE
9e56ca68-b7d8-11eb-8917-48df374274e0,Trifolium repens,NA,NA,TRUE,FALSE
9549fca4-2200-11e8-8b3b-001cc4ddf696,Urtica dioica,stornesle,NA,TRUE,FALSE
a10b63da-c173-11e8-b20c-001cc4ddf696,Urtica dioica ssp. dioica,NA,NA,TRUE,FALSE
9549fe70-2200-11e8-8b3b-001cc4ddf696,Urtica urens,Smånesle,NA,TRUE,FALSE
48636b2e-c173-11e8-b20c-001cc4ddf696,Urtica urens / dioica,NA,NA,TRUE,FALSE
954a0032-2200-11e8-8b3b-001cc4ddf696,Vaccinium corymbosum,Hageblåbær,NA,TRUE,FALSE
9548f714-2200-11e8-8b3b-001cc4ddf696,Vaccinium oxycoccus,Diverse,NA,TRUE,FALSE
95490006-2200-11e8-8b3b-001cc4ddf696,Veronica arvensis,NA,NA,TRUE,FALSE
954a01f4-2200-11e8-8b3b-001cc4ddf696,Veronica peregrina,vandreveronika,NA,TRUE,FALSE
95490ae2-2200-11e8-8b3b-001cc4ddf696,Veronica peregrina ssp. peregrina,Snelle,NA,FALSE,TRUE
954a03c0-2200-11e8-8b3b-001cc4ddf696,Veronica serpyllifolia ssp. serpyllifolia,bleikveronika,NA,TRUE,FALSE
954a05b4-2200-11e8-8b3b-001cc4ddf696,Viburnum opulus,korsved,NA,TRUE,FALSE
954a0780-2200-11e8-8b3b-001cc4ddf696,Viola arvensis,åkerstemorsblom,NA,TRUE,FALSE
0de082bc-024c-11eb-aa56-48df374274e0,Viola tricolor,NA,NA,NA,NA
954a0942-2200-11e8-8b3b-001cc4ddf696,Vitis vinifera,Vinranke,NA,TRUE,FALSE
